Date,Year,Week,Description,Amount,Level 1,Level 2,Level 3,Transaction Type,Payment Mode
01/04/25,2025,14,AmazonPay Wallet Reload,-500,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
01/04/25,2025,14,Auto - Home to Bhartiya Mall,68,Regular,Travel,Cabs,UPI,Google Pay
01/04/25,2025,14,Auto - Bhartiya Mall to Home,71,Regular,Travel,Cabs,UPI,Google Pay
01/04/25,2025,14,AmazonPay Wallet Reload - TataNeu Gift Card INR 500,500,Regular,Wallet Topup,AmazonPay,Credit Card,HDFC TataNeu Infinity
01/04/25,2025,14,CP2033 - Balcony Glass Window Installation - Advance Payment,19590,One-Time,Shopping,Household,UPI,Google Pay
01/04/25,2025,14,BMW X5 - Indian Oil - 10L,886,Regular,Car,Fuel,Credit Card,HDFC Infinia
02/04/25,2025,14,"Krishna Cafe, Sobha City - Evening Snacks with Duby",134,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
02/04/25,2025,14,Instamart,372,Regular,Food,Groceries,Digital Wallet,Swiggy Money
03/04/25,2025,14,Pressto Indiranagar Drycleaning - Tuxedo Shirt,196,Regular,Services,Laundry,Credit Card,HDFC Infinia
03/04/25,2025,14,"Nerlu Cafe, Indiranagar - Coffee with Sumangal",441,Regular,Food,Dine-out,Credit Card,HDFC Infinia
03/04/25,2025,14,Ford Ecosport - Bharat Petroleum - 15L,1546.85,Regular,Car,Fuel,Credit Card,HDFC Infinia
04/04/25,2025,14,Instamart,259,Regular,Food,Groceries,Digital Wallet,Swiggy Money
04/04/25,2025,14,Modular Innovations - Kitchen & Washroom Fittings - 1/4 Payment,100000,One-Time,Real Estate,SDA56111,UPI,Google Pay
05/04/25,2025,14,Airtel Wifi - Static IP Charges - Mar’25,127.94,Regular,Subscription,Internet WiFi,Digital Wallet,AmazonPay
05/04/25,2025,14,Amazon Pay Cashback - Fastag Payments Mar’25,-10.25,Regular,Credit,Cashback,Digital Wallet,AmazonPay
05/04/25,2025,14,SmartBuy Gyftr - Swiggy - INR 3000 Voucher,3000,Regular,Wallet Topup,Swiggy Money,Credit Card,HDFC Infinia
05/04/25,2025,14,SmartBuy Gyftr - Swiggy Money Voucher,-3000,Regular,Wallet Topup,Swiggy Money,Digital Wallet,Swiggy Money
05/04/25,2025,14,Instamart,716,Regular,Food,Groceries,Digital Wallet,Swiggy Money
05/04/25,2025,14,Instamart,457,Regular,Food,Groceries,Digital Wallet,Swiggy Money
06/04/25,2025,14,"M.S. Dose Corner, New BEL Road - Breakfast with Duby",185,Regular,Food,Dine-out,UPI,Google Pay
06/04/25,2025,14,"IDC Kitchen, New BEL Road - Coffee with Duby",50,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
06/04/25,2025,14,Alphonso Mangoes - 4 kg,700,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
06/04/25,2025,14,"Milano Ice Cream, New BEL Road - Ice Cream with Duby",370,Regular,Food,Dine-out,Credit Card,HDFC Infinia
06/04/25,2025,14,Instamart,1080,Regular,Food,Groceries,Digital Wallet,Swiggy Money
06/04/25,2025,14,Instamart,257,Regular,Food,Groceries,Digital Wallet,Swiggy Money
07/04/25,2025,15,Swiggy Dessert - Polar Bear,309,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
07/04/25,2025,15,Instamart (INR 284 - INR 52 Refund),232,Regular,Food,Groceries,Digital Wallet,Swiggy Money
07/04/25,2025,15,Modular Innovations - Kitchen & Washroom Fittings - 2/4 Payment,50000,One-Time,Real Estate,SDA56111,UPI,Google Pay
08/04/25,2025,15,"Cafe Coffee Day, Sobha City - Coffee with Duby",70,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
09/04/25,2025,15,Instamart,283,Regular,Food,Groceries,Digital Wallet,AmazonPay
09/04/25,2025,15,Instamart,360,Regular,Food,Groceries,Digital Wallet,Swiggy Money
09/04/25,2025,15,SmartBuy Gyftr - Swiggy Money Voucher,-3000,Regular,Wallet Topup,Swiggy Money,Digital Wallet,Swiggy Money
09/04/25,2025,15,SmartBuy Gyftr - Swiggy - INR 3000 Voucher,3000,Regular,Wallet Topup,Swiggy Money,Credit Card,HDFC Infinia
09/04/25,2025,15,CP2033 - Balcony Glass Window Installation - Final Payment,16500,One-Time,Shopping,Household,UPI,Google Pay
10/04/25,2025,15,KSRTC Bus - Bangalore to Wayanad,1193,Regular,Travel,Bus,Credit Card,HDFC Infinia
10/04/25,2025,15,Instamart,491,Regular,Food,Groceries,Digital Wallet,Swiggy Money
10/04/25,2025,15,Wedding Gift - Naren & Aishwarya,12000,One-Time,Gifting,Wedding Gift,Credit Card,ICICI AmazonPay
10/04/25,2025,15,Wedding Gift - Naren & Aishwarya,-9000,One-Time,Gifting,Wedding Gift,UPI,Google Pay
10/04/25,2025,15,UrbanCompany - Balcony & Washroom Deep Cleaning ,1166,Regular,Home,Maintenance & Repair,Credit Card,AMEX Platinum Travel
10/04/25,2025,15,Tips - Balcony Glass Installation,400,One-Time,Shopping,Household,UPI,Google Pay
11/04/25,2025,15,Instamart,301,Regular,Food,Groceries,Digital Wallet,Swiggy Money
11/04/25,2025,15,Grass Carpet for Balcony,1400,One-Time,Shopping,Household,UPI,Google Pay
12/04/25,2025,15,Steel Nails - Plant Wall Fixture,80,One-Time,Shopping,Household,Credit Card,HDFC TataNeu Infinity
12/04/25,2025,15,Instamart,415,Regular,Food,Groceries,Digital Wallet,Swiggy Money
12/04/25,2025,15,Instamart,309,Regular,Food,Groceries,Digital Wallet,Swiggy Money
12/04/25,2025,15,IKEA - Balcony Setup,29337,One-Time,Shopping,Household,Credit Card,AMEX Platinum Travel
12/04/25,2025,15,Tolls - BLR Nelamangala,30,Regular,Car,Toll,Digital Wallet,HDFC Fastag
12/04/25,2025,15,Ford Ecosport - Indian Oil - 15L,1546.75,Regular,Car,Fuel,Credit Card,HDFC Infinia
13/04/25,2025,15,Bonus Reward - TataCliq Cashback,-287.88,Regular,Credit,Cashback,Digital Wallet,Tata Neu
13/04/25,2025,15,"T-Hut, Hennur - Lunch with Duby",824,Regular,Food,Dine-out,Credit Card,HDFC Infinia
13/04/25,2025,15,Pressto Indiranagar Drycleaning - Duby’s Eid Dress,864,Regular,Services,Laundry,Credit Card,HDFC Infinia
13/04/25,2025,15,"PVR, Bhartiya Mall - Philly Cheese Hot Dog",250,Regular,Food,Dine-out,Credit Card,HDFC Infinia
13/04/25,2025,15,"LICK, Indiranagar - Ice Cream with Duby",389,Regular,Food,Dine-out,Credit Card,HDFC Infinia
13/04/25,2025,15,Ajay’s Bachelor Trip - Lens Advance (800 INR to be split by 2),800,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
13/04/25,2025,15,"Movie - Alapuzha Gymkhana - PVR, Bhartiya Mall",354.96,Regular,Entertainment,Cinema,UPI,Google Pay
14/04/25,2025,16,"Glen’s Bakehouse, Hennur - Dessert with Duby",134,Regular,Food,Dine-out,Credit Card,HDFC Infinia
14/04/25,2025,16,Parking - Bhartiya Mall,90,Regular,Car,Parking,Credit Card,HDFC Infinia
14/04/25,2025,16,Flight BLR-HKG (22th April) & HKG-BLR (27th April) - Jaseel,31360.5,One-Time,Travel,Flight,Credit Card,HDFC Infinia
14/04/25,2025,16,Flight BLR-HKG (22th April) & HKG-BLR (27th April) - Duby,31360.5,One-Time,Travel,Flight,Credit Card,HDFC Infinia
14/04/25,2025,16,Instamart,555,Regular,Food,Groceries,Digital Wallet,Swiggy Money
14/04/25,2025,16,Balcony Wooden Deck Tile Cutting,200,One-Time,Shopping,Household,UPI,Google Pay
15/04/25,2025,16,Instamart,365,Regular,Food,Groceries,Digital Wallet,Swiggy Money
15/04/25,2025,16,Swiggy Dinner - Zaatar Restaurant,191,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
15/04/25,2025,16,Ajay’s Bachelor Trip - Airport Pickup (5000 INR to be split by 5),5000,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC TataNeu Infinity
15/04/25,2025,16,Swiggy Lunch - Sharief Bhai Biryani,313,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
15/04/25,2025,16,Swiggy Dinner - Zaatar Restaurant,251,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
15/04/25,2025,16,Bonus Reward - UPI Spends Mar’25,-50,Regular,Credit,Cashback,Digital Wallet,Tata Neu
16/04/25,2025,16,"Ajay’s Bachelor Trip - Lens Rental (12,000 INR to be split by 2)",12000,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC TataNeu Infinity
16/04/25,2025,16,Water Bottle,20,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
16/04/25,2025,16,Uber - Home to BLR Airport,627.82,Regular,Travel,Cabs,Credit Card,HDFC Infinia
17/04/25,2025,16,Airport Lounge - BLR T1,2,Regular,Travel,Airport Lounges,Credit Card,HDFC Infinia
17/04/25,2025,16,Ajay’s Bachelor Trip - Resort Final (32218 INR paid by Puspendu),6443.6,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
18/04/25,2025,16,Netflix - Apr’25,649,Regular,Subscription,OTT,Credit Card,HDFC Infinia
18/04/25,2025,16,Adobe Photography Subscription - Apr’25,318.6,Regular,Subscription,Web & Software,Credit Card,HDFC Infinia
19/04/25,2025,16,Ajay’s Bachelor Trip - Non-Veg Food (6171 INR to be split by 4),6171,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC TataNeu Infinity
19/04/25,2025,16,Ajay’s Bachelor Trip - Airport Drop (6500 INR to be split by 5),6500,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC TataNeu Infinity
19/04/25,2025,16,Ajay’s Bachelor Trip - Fridge Magnet,330,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC TataNeu Infinity
19/04/25,2025,16,Ajay’s Bachelor Trip - Buffer Safari (5680+960 INR to be split by 5),6640,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
20/04/25,2025,16,Swiggy Dinner - KFC,420,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/04/25,2025,16,"Windmills, BLR Airport - Brunch with Raghav & Roshni",2570,Regular,Food,Dine-out,Credit Card,HDFC Infinia
20/04/25,2025,16,Uber - BLR Airport to Home,734.79,Regular,Travel,Cabs,Credit Card,HDFC Infinia
20/04/25,2025,16,"Highway Restaurant, Mandya - Dinner with Aleena",494,Regular,Food,Dine-out,Credit Card,HDFC Infinia
20/04/25,2025,16,Ajay’s Bachelor Trip - Tips (3000 INR paid by Chandra),600,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
20/04/25,2025,16,Airtel Data Pack,22,Regular,Subscription,Mobile Data,Digital Wallet,AmazonPay
21/04/25,2025,17,Swiggy Lunch - Raidan Restaurant,555,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
21/04/25,2025,17,"Tawoon Restaurant, Hennur - Evening Snacks with Duby",85,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
21/04/25,2025,17,"Chef Pillai, Whitefield - Dinner with Duby",1223,Regular,Food,Dine-out,Credit Card,HDFC Infinia
21/04/25,2025,17,"Baskin Robbins, Kalyan Nagar - Dessert with Duby",271,Regular,Food,Dine-out,Credit Card,HDFC Infinia
21/04/25,2025,17,iCloud 2TB - Apr’25,749,Regular,Subscription,Cloud Storage,Credit Card,ICICI AmazonPay
21/04/25,2025,17,Google Pay Cashback,-1,Regular,Credit,Cashback,UPI,Google Pay
21/04/25,2025,17,Ajay’s Bachelor Trip - Splitwise Settlements (17072+3717 INR),-20789,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
21/04/25,2025,17,AmazonPay Cashback - Apr’25,-306,Regular,Credit,Cashback,Digital Wallet,AmazonPay
21/04/25,2025,17,Ford Ecosport - Indian Oil - 15L,1543.79,Regular,Car,Fuel,Credit Card,HDFC Infinia
22/04/25,2025,17,Prints - Hong Kong Pre-Arrival Registration,4,Regular,Services,Stationery,Credit Card,HDFC TataNeu Infinity
22/04/25,2025,17,Hong Kong Trip - BookMyForex 1000 HKD Currency Exchange,11793,One-Time,Travel,Vacation & Sightseeing,UPI,Google Pay
22/04/25,2025,17,McDonald’s Bhartiya Mall - Lunch with Duby,631.95,Regular,Food,Dine-out,Credit Card,HDFC Infinia
22/04/25,2025,17,Parking - Bhartiya Mall,70,Regular,Car,Parking,Credit Card,HDFC Infinia
22/04/25,2025,17,Max Fashion - Bra,698,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
22/04/25,2025,17,Zivame - Body Shaper,1616,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
22/04/25,2025,17,Miniso - Sunglasses & Wet Wipes,500,Regular,Shopping,Fashion,Credit Card,HDFC Infinia
22/04/25,2025,17,Electricity Bill - Apr’25,3005,Regular,Utilities,Electricity,Credit Card,HDFC Infinia
22/04/25,2025,17,Hong Kong Trip - Klook eSim (872+8.72+1.57 INR),882.29,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
22/04/25,2025,17,Uber - Home to BLR Airport,673.47,Regular,Travel,Cabs,Credit Card,HDFC Infinia
22/04/25,2025,17,Airport Lounge - BLR T2,4,Regular,Travel,Airport Lounges,Credit Card,HDFC Infinia
23/04/25,2025,17,Bonus Reward - TataCliq Cashback,-36,Regular,Credit,Cashback,Digital Wallet,Tata Neu
23/04/25,2025,17,HDFC Swiggy Cashback - Apr’25,-157.9,Regular,Credit,Cashback,Credit Card,HDFC Swiggy
23/04/25,2025,17,YouTube Music - Apr’25,89,Regular,Subscription,Music,Credit Card,HDFC Infinia
23/04/25,2025,17,Hong Kong Trip - Peak Tram (336 HKD = 3693.27+73.87+13.30 INR),3780.44,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
23/04/25,2025,17,Hong Kong Trip - Klook Disneyland (13500+135+24.3 INR),13659.30,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
24/04/25,2025,17,Hong Kong Trip - Snacks (103 HKD = 1136.09+22.72+4.09 INR),1162.90,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
24/04/25,2025,17,Hong Kong Trip - Mickey Bow (169 HKD = 1864.08+37.28+6.71 INR),1908.07,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
24/04/25,2025,17,Hong Kong Trip - Souvenirs (218 HKD = 2404.55+48.09+8.66 INR),2461.30,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
24/04/25,2025,17,HDFC Infinia Global Value Program (199+35.82 INR),234.82,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
24/04/25,2025,17,TataNeu Cashback - Apr’25,-596,Regular,Credit,Cashback,Digital Wallet,Tata Neu
25/04/25,2025,17,Hong Kong Trip - Bakehouse (52.5 HKD = 579.88+11.60+2.09 INR),593.57,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
25/04/25,2025,17,Hong Kong Trip - Makao Bus (130 MOP = 1395.11+27.90+5.02 INR),1428.03,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
25/04/25,2025,17,Hong Kong Trip - HK Bus (130 HKD = 1435.88+28.72+5.17 INR),1469.77,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
25/04/25,2025,17,Hong Kong Trip - Haidilao Hotpot (312 MOP = 3348.25+66.97+12.05 INR),3427.27,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
25/04/25,2025,17,Hong Kong Trip - Gordon Ramsay (776 MOP = 8328.65+166.57+29.98 INR),8525.20,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
25/04/25,2025,17,Hong Kong Trip - Klook Pyong360 Cable Car (5048+50.48+9.09),5107.57,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
26/04/25,2025,17,Hong Kong Trip - 7-11 (37.5 HKD= 414.21+8.28+1.49 INR),423.98,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
26/04/25,2025,17,Hong Kong Trip - Bakehouse (65 HKD = 717.97+14.36+2.58 INR),734.91,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
26/04/25,2025,17,Hong Kong Trip - Lunch Meals (68 HKD = 751.1+15.02+2.70 INR),768.82,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
26/04/25,2025,17,Hong Kong Trip - Arabica Coffee (55 HKD = 607.51+12.15+2.19 INR),621.85,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
27/04/25,2025,17,Hong Kong Trip - Pangcha Thai (182 THB = 467.93+9.36+1.68 INR),478.97,One-Time,Travel,Vacation & Sightseeing,Credit Card,HDFC Infinia
28/04/25,2025,18,"Movie - Thudarum - PVR, Bhartiya Mall",310.8,Regular,Entertainment,Cinema,UPI,Google Pay
28/04/25,2025,18,Auto - Home to Bhartiya Mall,70,Regular,Travel,Cabs,UPI,Google Pay
28/04/25,2025,18,SmartBuy Gyftr - Swiggy Money Voucher,-3000,Regular,Wallet Topup,Swiggy Money,Digital Wallet,Swiggy Money
28/04/25,2025,18,Instamart,377,Regular,Food,Groceries,Digital Wallet,Swiggy Money
28/04/25,2025,18,Instamart,356,Regular,Food,Groceries,Digital Wallet,Swiggy Money
28/04/25,2025,18,Uber - BLR Airport to Home,1276.52,Regular,Travel,Cabs,Credit Card,HDFC Infinia
28/04/25,2025,18,SmartBuy Gyftr - Swiggy - INR 3000 Voucher,3000,Regular,Wallet Topup,Swiggy Money,Credit Card,HDFC Infinia
28/04/25,2025,18,"McDonald’s, Bhartiya Mall - McSwirl Chocolate Cone",52,Regular,Food,Dine-out,Credit Card,HDFC Infinia
29/04/25,2025,18,Uber - Bhartiya Mall to Home,98,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
29/04/25,2025,18,Instamart,200,Regular,Food,Groceries,Digital Wallet,Swiggy Money
30/04/25,2025,18,Swiggy Lunch - Itminaan Matka Biryani,466,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
30/04/25,2025,18,CRED Cashback - Apr’25,-5,Regular,Credit,Cashback,UPI,Cred
30/04/25,2025,18,Ford Ecosport - Bharat Petroleum - 20L,2062.48,Regular,Car,Fuel,Credit Card,HDFC Infinia
01/05/25,2025,18,Instamart,508,Regular,Food,Groceries,Credit Card,HDFC Swiggy
01/05/25,2025,18,Swiggy Dinner - Chinese Wok,878,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
01/05/25,2025,18,Swiggy Dinner - Chinese Wok,324,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
01/05/25,2025,18,Instamart,1601,Regular,Food,Groceries,Digital Wallet,Swiggy Money
01/05/25,2025,18,Instamart,16,Regular,Food,Groceries,Digital Wallet,AmazonPay
01/05/25,2025,18,Ford Ecosport - Car Wash - Apr’25 & May’25,1000,Regular,Car,Car Wash & Detailing,UPI,Google Pay
01/05/25,2025,18,"Hole in the Wall Cafe, Kalyan Nagar - Breakfast with Duby",1218,Regular,Food,Dine-out,Credit Card,HDFC Infinia
01/05/25,2025,18,AllMarket,180,Regular,Food,Groceries,Credit Card,HDFC Infinia
02/05/25,2025,18,Ford Ecosport - HDFC FasTag Topup,151.35,Regular,Wallet Topup,Fastag,Credit Card,HDFC Infinia
02/05/25,2025,18,Ford Ecosport - HDFC FasTag Topup,100.90,Regular,Wallet Topup,Fastag,Credit Card,HDFC Infinia
02/05/25,2025,18,Ford Ecosport - HDFC FasTag Topup,-150,Regular,Wallet Topup,Fastag,Digital Wallet,HDFC Fastag
02/05/25,2025,18,Ford Ecosport - HDFC FasTag Topup,-100,Regular,Wallet Topup,Fastag,Digital Wallet,HDFC Fastag
02/05/25,2025,18,Tolls - BLR Airport (120 + 60),180,Regular,Car,Toll,Digital Wallet,HDFC Fastag
03/05/25,2025,18,BLR Metro - Phoenix Marketcity to Nagasandra with Duby,160,Regular,Travel,Public Transport,Credit Card,HDFC TataNeu Infinity
03/05/25,2025,18,"Nando’s, Phoenix Marketcity - Lunch with Duby",1279,Regular,Food,Dine-out,Credit Card,AMEX Platinum Travel
03/05/25,2025,18,Water Bottle,10,Regular,Food,Groceries,UPI,Google Pay
03/05/25,2025,18,Parking - Phoenix Marketcity Mall,120,Regular,Car,Parking,Credit Card,HDFC Infinia
03/05/25,2025,18,"IKEA, Nagasandra - Ice Cream Cones with Duby",100,Regular,Food,Dine-out,Credit Card,HDFC Infinia
03/05/25,2025,18,BLR Metro - Nagasandra to Phoenix Marketcity with Duby,160,Regular,Travel,Public Transport,Credit Card,HDFC Infinia
03/05/25,2025,18,Parking - Phoenix Mall of Asia,120,Regular,Car,Parking,Digital Wallet,HDFC Fastag
03/05/25,2025,18,Home Centre - 4-Seater Dining Table Set & 3+2 Sofa Set,48893,One-Time,Real Estate,SDA56111,Credit Card,AMEX Platinum Travel
03/05/25,2025,18,IKEA - Home Furnishings,101238,One-Time,Real Estate,SDA56111,Credit Card,AMEX Platinum Travel
03/05/25,2025,18,IKEA - Home Furnishings,26318.5,One-Time,Real Estate,SDA56111,Credit Card,AMEX Platinum Travel
04/05/25,2025,18,KSRTC Bus - Bangalore to Wayanad,1193,Regular,Travel,Bus,Credit Card,HDFC Infinia
04/05/25,2025,18,BMW X5 - Tyre Maintenance - Air Filling,50,Regular,Car,Maintenance & Repair,Credit Card,HDFC TataNeu Infinity
04/05/25,2025,18,"Byg Brewsky, Hennur - Dinner with Duby",2071,Regular,Food,Dine-out,Credit Card,HDFC Swiggy
04/05/25,2025,18,Apple AirPods 2 Pro,23900,One-Time,Gifting,Partner Gift,Credit Card,AMEX Platinum Travel
04/05/25,2025,18,Apple AirPods 2 Pro,-9000,One-Time,Gifting,Partner Gift,UPI,Google Pay
04/05/25,2025,18,"A2B, Sobha City - Mysore Pak & Butter Muruk",381,Regular,Food,Groceries,Credit Card,HDFC Infinia
04/05/25,2025,18,BMW X5 - Indian Oil - 10L,909.9,Regular,Car,Fuel,Credit Card,HDFC Infinia
05/05/25,2025,19,Amazon Pay Cashback - Fastag Payments Apr’25,-5.95,Regular,Credit,Cashback,Digital Wallet,AmazonPay
05/05/25,2025,19,Maid Cooking Charges - Apr’25,2500,Regular,Food,Cook,UPI,Google Pay
05/05/25,2025,19,Ford Ecosport - Shell Petroleum - 25L,2995.33,Regular,Car,Fuel,Credit Card,HDFC Infinia
05/05/25,2025,19,Instamart,387,Regular,Food,Groceries,Credit Card,HDFC Infinia
05/05/25,2025,19,Pepperfry - Master Bedroom Bed,26398,One-Time,Real Estate,SDA56111,Credit Card,HDFC Infinia
05/05/25,2025,19,IKEA - Home Furnishings,17197.15,One-Time,Real Estate,SDA56111,Credit Card,HDFC Infinia
06/05/25,2025,19,SmartBuy Gyftr - Swiggy Money Voucher,-3000,Regular,Wallet Topup,Swiggy Money,Digital Wallet,Swiggy Money
06/05/25,2025,19,Instamart,237,Regular,Food,Groceries,Digital Wallet,Swiggy Money
06/05/25,2025,19,Swiggy Lunch - Itminaan Matka Biryani (Refund),-466,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
06/05/25,2025,19,Instamart,324,Regular,Food,Groceries,Digital Wallet,Swiggy Money
06/05/25,2025,19,"Labonel Bakery, Indiranagar - Birthday Cake for Duby",2200,Regular,Food,Dine-out,Credit Card,HDFC Infinia
06/05/25,2025,19,SmartBuy Gyftr - Swiggy - INR 3000 Voucher,3000,Regular,Wallet Topup,Swiggy Money,Credit Card,HDFC Infinia
07/05/25,2025,19,Instamart,1135,Regular,Food,Groceries,Digital Wallet,Swiggy Money
07/05/25,2025,19,IKEA - Delivery Fees,1598,One-Time,Real Estate,SDA56111,UPI,Google Pay
07/05/25,2025,19,Parking - UB City Mall,100,Regular,Car,Parking,Credit Card,HDFC Infinia
07/05/25,2025,19,"A2B, Shantinagar - Filter Coffee with Duby",59.99,Regular,Food,Dine-out,Credit Card,HDFC Infinia
07/05/25,2025,19,Uber - Home to Indiranagar,439.94,Regular,Travel,Cabs,Credit Card,HDFC Infinia
07/05/25,2025,19,"Kopitiam Lah, Indirangar - Dinner with Duby",1819,Regular,Food,Dine-out,Credit Card,HDFC Infinia
08/05/25,2025,19,"LICK, Indiranagar - Ice Cream with Roshni",425,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
09/05/25,2025,19,"LICK, Indiranagar - Ice Cream with Bardan, Appunni & Ajay",873,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
09/05/25,2025,19,"Salt Mango Tree, Indiranagar - Dinner with Appunni & Bardan",2076,Regular,Food,Dine-out,UPI,Google Pay
10/05/25,2025,19,Instamart,248,Regular,Food,Groceries,Digital Wallet,Swiggy Money
10/05/25,2025,19,Instamart,464,Regular,Food,Groceries,Digital Wallet,Swiggy Money
10/05/25,2025,19,Tips - Furniture Delivery,400,One-Time,Real Estate,SDA56111,UPI,Google Pay
10/05/25,2025,19,Jam Joom Wayanad,339,Regular,Food,Groceries,Credit Card,HDFC Infinia
11/05/25,2025,19,Steel Hammer,250,One-Time,Shopping,Household,UPI,Google Pay
12/05/25,2025,20,Ford Ecosport - Bharat Petroleum - 20L,2062.51,Regular,Car,Fuel,Credit Card,SBI Aurum
12/05/25,2025,20,Al Nahdha Hypermarket Wayanad,2538,Regular,Food,Groceries,Credit Card,HDFC Infinia
13/05/25,2025,20,Swiggy Dinner - Domino’s Pizza,401,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
13/05/25,2025,20,"Wescade Hotels, Kalpetta",499,Regular,Food,Dine-out,Credit Card,HDFC Infinia
13/05/25,2025,20,Modular Innovations - Kitchen & Washroom Fittings - 3/4 Payment,150000,One-Time,Real Estate,SDA56111,UPI,Google Pay
14/05/25,2025,20,Swiggy Dinner - McDonald’s,360.8,Regular,Food,Swiggy,Digital Wallet,AmazonPay
14/05/25,2025,20,Swiggy Dinner - McDonald’s (Refund),-360.8,Regular,Food,Swiggy,Digital Wallet,AmazonPay
15/05/25,2025,20,Swiggy Dinner - Zaatar Restaurant,199,Regular,Food,Swiggy,Digital Wallet,AmazonPay
15/05/25,2025,20,PureIt Water Filter Replacement & Servicing,2800,Regular,Home,Maintenance & Repair,UPI,Google Pay
15/05/25,2025,20,KSRTC Bus - Wayanad to Bangalore,1193,Regular,Travel,Bus,Credit Card,HDFC Infinia
16/05/25,2025,20,Swiggy Dinner - Tawoon Restaurant,439.75,Regular,Food,Swiggy,Digital Wallet,Tata Neu
16/05/25,2025,20,"Movie - Mission Impossible: The Final Reckoning - PVR, Bhartiya Mall",42.48,Regular,Entertainment,Cinema,Credit Card,SBI Aurum
17/05/25,2025,20,Zerodha Quarterly Maintenance Fees (INR 89),89,Regular,AMC & Fees,Zerodha AMC,UPI,Google Pay
17/05/25,2025,20,Parking - Bhartiya Mall,110,Regular,Car,Parking,Credit Card,SBI Aurum
17/05/25,2025,20,Swiggy Dinner - WeFit Protein Bowls,330,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
17/05/25,2025,20,"PVR, Bhartiya Mall - Philly Cheese Hot Dog",250,Regular,Food,Dine-out,Credit Card,HDFC Infinia
18/05/25,2025,20,Netflix - May’25,649,Regular,Subscription,OTT,Credit Card,HDFC Infinia
18/05/25,2025,20,"Arabian Hotspot, Kalyan Nagar - Paan",20,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
18/05/25,2025,20,Ford Ecosport - Tyre Maintenance - Air Filling,40,Regular,Car,Maintenance & Repair,Credit Card,HDFC TataNeu Infinity
18/05/25,2025,20,Adobe Photography Subscription - May’25,318.6,Regular,Subscription,Web & Software,Credit Card,HDFC Infinia
18/05/25,2025,20,"Arabian Hotspot, Kalyan Nagar - Mutton Mandi",693,Regular,Food,Dine-out,Credit Card,SBI Aurum
